location_id,name,lat,lng,type,area,built_year,heritage_status,vibe_category,building_age,heritage_density,tourist_attraction_density,distance_to_heritage_precinct,historical_significance,commercial_density,distance_to_transport,green_space_density,pedestrian_area_density,conservation_score,weekday_visitors,weekend_visitors,tourist_season_visitors,guided_tour_frequency,photography_permits_daily,historic_building_density,modern_development_ratio,green_heritage_space,stone_masonry_coverage,tourist_infrastructure,avg_building_height,heritage_building_density,architectural_uniformity,facade_preservation_score,courtyard_open_space,heritage_signage_density,restoration_activity,tourist_pathway_density,international_tourist_appeal,domestic_tourist_appeal,photography_popularity,educational_value,cultural_events_frequency,heritage_walk_inclusion,structural_integrity,maintenance_frequency,restoration_budget_index,conservation_priority,architectural_significance,peak_visiting_hours,seasonal_variation,guided_tour_availability,vibe_intensity,confidence_score,distance_to_heritage_district,architectural_era_score,heritage_age_significance,heritage_importance_score,heritage_walk_accessibility,tourism_infrastructure_score,walking_tour_frequency,hashtag_trend_strength,heritage_hashtag_alignment,distance_to_congestion_hotspot,congestion_impact_score,infrastructure_stress_indicator,peak_hour_chaos_prediction,is_weekend,current_month,is_monsoon,is_tourist_season,heritage_season_boost,weekend_heritage_boost,heritage_walk_timing_alignment,contextual_vibe_intensity,original_vibe_intensity
OS_036,Rajabai Clock Tower,18.9292,72.8317,Colonial Tower,Fort,1878,Grade I Heritage,Kickin' it old school,146,11.26096214,5.06246034,1398.920996,8.571918376,4.172383958,754.6762007,8.548144873,18.73586165,8.417989165,1415,1635,3504,2,9,0.913577103,0,0.186888547,0.658144185,0.081282535,6.067257569,68.18935564,0.843510784,0.714196241,0.273255036,9.034029677,0.196805466,14.08842678,5.604364246,5.362721943,9.891481764,7.652767751,2,1,6.67314399,5.565350152,6.841380297,8.734749527,6,10:00-17:00,0.286824163,1,4.08,1.000575286,251.58849,8.5,7.3,9,10,4.852555724,17.5,3,6,10020.13031,0,0,0,FALSE,5,FALSE,FALSE,0.8,1,1,3.22437641,4.08
OS_037,Flora Fountain,18.9314,72.8311,Colonial Monument,Fort,1869,Grade I Heritage,Kickin' it old school,155,14.83751846,14.87069983,900.2802566,9.674010185,6.704198378,465.868691,10.37530024,10.09403999,8.1481568,6274,24993,49271,11,1,0.798459504,0.658083587,0.16187995,0.619287184,0.151571788,3.341814385,77.2786811,0.755270204,0.728847362,0.103627979,4.279556839,-0.019074411,17.71329749,9.138318995,9.146301292,7.122333526,7.360651766,3,1,7.326003763,4.900346794,5.477645616,8.700751143,9.2,10:00-17:00,0.34745633,1,5,0.755321349,0,8.5,7.75,9,10,4.550022991,21,3,6,9787.786293,0,0,0,FALSE,5,FALSE,FALSE,0.8,1,1,3.928751724,5
OS_038,Afghan Church,18.9269,72.8324,Colonial Church,Navy Nagar,1847,Grade I Heritage,Kickin' it old school,177,12.03793493,5.907519624,1176.055818,9.965117025,14.40760218,347.4301809,9.275961808,9.707094155,8.278920566,396,2694,4010,4,3,0.725903268,0.550987434,0.136492107,0.456094448,0.235033868,6.375297207,58.87968776,0.67995563,0.522362101,0.087259377,5.384253583,0.029352333,3.109472051,5.542973211,5.383050838,6.804287855,7.043055659,1,1,8.67093907,4.275681515,7.692332194,8.565648844,6,10:00-17:00,0.363278063,1,4.2,0.869778644,0,9.5,8.85,9,8.416965755,4.098793775,17.5,3,6,10263.05138,0,0,0,FALSE,5,FALSE,FALSE,0.8,1,1,3.27699285,4.2
OS_039,Ballard Estate,18.9379,72.84,Colonial District,Ballard Estate,1908,Heritage Precinct,Kickin' it old school,116,7.032326657,6.103043306,142.829331,9.257576785,6.795633882,814.0068292,3.866070844,5.710867338,7.218189271,820,1235,2372,4,2,0.747375107,0.500620592,-0.062809462,0.410974489,0.308236941,3.088204904,31.6101169,1.024101851,0.587733346,0.090902018,7.870722944,0.016101745,10.24021852,6.346884364,5.787648466,8.079811904,9.249272179,1,0,7.494305345,4.684092302,8.470833208,7.960020139,6,10:00-17:00,0.339279635,1,3.6,0.824107673,0,8,5.8,8,0,0,0,3,6,8978.55075,0,0,0,FALSE,5,FALSE,FALSE,0.8,1,1,1.89,3.6
OS_040,Horniman Circle,18.9314,72.8311,Colonial Garden,Fort,1872,Grade I Heritage,Kickin' it old school,152,18.84995872,6.374508382,741.3594675,9.510011209,11.01878869,849.0843168,19.28655311,13.68031719,8.540517627,984,2146,3483,3,0,0.599464742,0.206734343,0.205843832,0.285112529,0.349037797,5.44957702,101.0503431,0.70627444,0.750286753,0.249721693,2.1475688,0.16901274,20.21125695,6.739742961,5.561336632,7.253719287,8.240381076,4,1,5.403933577,4.19425209,7.494729477,8.215085219,6,10:00-17:00,0.242775151,1,3.86,1.001012273,0,8.5,7.6,9,10,4.550022991,21,3,6,9787.786293,0,0,0,FALSE,5,FALSE,FALSE,0.8,1,1,3.032996331,3.86
OS_041,Byculla Railway Workshop,18.9789,72.8334,Railway Heritage,Byculla,1860,Railway Heritage,Kickin' it old school,164,5.409259658,5.120179927,1276.064399,8.277784795,10.37932109,542.5208836,10.84845348,14.08807934,6.440631825,535,739,1651,2,1,0.538099993,0.485895795,0.009977425,0.719734992,0.155126553,4.191590644,59.8140346,0.580965132,0.648278742,0.003368384,10.88298939,0.128606766,12.79092712,7.008294497,5.782600212,4.895308575,6.734635632,2,0,8.243343921,2.472422231,7.924727738,6.716444755,6,10:00-17:00,0.020114288,1,3.54,1.02107754,4063.757749,8.5,8.2,7,0,0,0,3,6,4579.338876,0,0,0,FALSE,5,FALSE,FALSE,0.8,1,1,1.79655,3.54
OS_042,Churchgate Railway Station,18.9314,72.8289,Colonial Railway,Churchgate,1930,Heritage Station,Kickin' it old school,94,3.879463103,3.429518475,0,7.645264425,4.646900701,98.65797094,8.383453264,1.482752692,6.350081226,30009,32681,47121,4,2,0.625235683,0.456933162,0.20968312,0.389094793,0.301201566,4.137064772,52.37403925,0.727209998,0.680001912,0.135281836,4.018721913,0.124173452,6.987539371,7.79446288,8.273343123,6.879921771,10.0838193,4,1,8.139669449,4.529377845,7.109959799,7.133171307,8.2,07:00-22:00,0.412465048,0,4.13,0.992610152,231.7371797,7.5,4.7,5,10,4.852555724,14,3,6,9823.862936,0,0,0,FALSE,5,FALSE,FALSE,0.8,1,1,2.665040827,4.13
OS_043,Grant Road Station,18.9656,72.8156,Colonial Railway,Grant Road,1925,Heritage Station,Kickin' it old school,99,3.396522996,8.206989744,825.1191305,7.333075179,14.56024772,91.02935173,5.009554753,14.74920416,6.445378682,23638,19760,24405,3,1,0.604472208,0.325149559,0.273603548,0.361413529,0.260330135,6.451951122,62.38439921,0.575405856,0.646128893,0.10018069,5.481796406,0.106780009,13.16417156,8.936463365,7.374433306,6.729625806,9.333664796,6,0,5.542801776,4.602302047,7.62563101,6.933913215,8.2,07:00-22:00,0.326744354,0,4.17,0.949723471,2550.548202,7.5,4.95,5,0,0,0,3,6,6638.444614,0,0,0,FALSE,5,FALSE,FALSE,0.8,1,1,1.761825,4.17
OS_044,Reserve Bank of India,18.9314,72.8311,Colonial Bank,Fort,1939,Grade II Heritage,Kickin' it old school,85,12.70047744,6.358702423,771.7615379,8.348819214,3.588948779,686.6807169,10.6046571,16.54997295,7.319873556,1097,1578,2521,1,0,0.895375184,0.467404695,0.031031695,0.354321928,0.197388579,7.160849527,99.68574761,0.604368527,0.715030774,0.004289822,12.288787,0.348565986,11.90828525,6.153662475,4.914800331,7.405287229,8.227120191,1,1,5.511227714,4.799211515,5.935744063,7.106976522,6,10:00-17:00,0.479877349,1,3.68,0.732226871,0,7.5,4.25,7.5,10,4.550022991,21,3,6,9787.786293,0,0,0,FALSE,5,FALSE,FALSE,0.8,1,1,2.633961269,3.68
OS_045,Customs House,18.9379,72.84,Colonial Government,Ballard Estate,1720,Grade I Heritage,Kickin' it old school,304,11.26368026,7.143603706,1301.880062,10.0327982,8.174815513,308.1445489,9.30956507,15.90376702,8.89584108,3542,1193,2299,7,2,0.538599075,0.501353438,-0.055855311,0.537956272,0.224909134,4.508533079,86.2407233,0.930466839,0.882694537,0.104708613,8.404234209,0.219341391,13.96570408,7.819766658,7.750014423,7.690906447,8.965341189,6,1,9.323334717,5.058492871,7.976050421,8.276210488,8.5,10:00-17:00,0.203274853,1,4.34,0.855260292,0,9.5,10,9,0,0,0,3,6,8978.55075,0,0,0,FALSE,5,FALSE,FALSE,0.8,1,1,2.57145,4.34
OS_046,David Sassoon Library,18.9589,72.8333,Colonial Library,Kala Ghoda,1870,Grade I Heritage,Kickin' it old school,154,19.0230372,6.492587693,1218.344109,8.18664606,14.67694807,768.2869002,12.86783407,15.50777212,8.077952816,1506,905,1900,2,3,0.764572537,0.366814097,0.288717989,0.345988754,0.194563858,6.888785314,51.11696582,0.526061213,0.78288179,0.085653294,6.492269974,0.083164646,13.72804648,5.921501687,5.433777088,9.038087018,6.921509029,3,1,6.403965212,4.163240098,6.129684528,9.018430098,6,10:00-17:00,0.37460066,1,4.28,0.900198679,2022.671484,8.5,7.7,9,10,3,10,3,6,6745.413361,0,0,0,FALSE,5,FALSE,FALSE,0.8,1,1,3.2635,4.28
OS_047,Watson's Hotel,18.9379,72.84,Colonial Hotel,Kala Ghoda,1869,Grade I Heritage,Kickin' it old school,155,10.23400557,6.860853566,1024.628026,9.485186584,0.858686951,543.6148608,10.17563798,9.457576678,7.929815121,1288,1975,2875,1,5,0.630106686,0.677966027,0.166268453,0.368663437,0.224801259,4.908930336,36.60350017,0.704344591,0.791963418,0.057589519,12.53774575,0.190704868,11.12642139,5.307795355,5.332065919,8.073576607,8.91449094,4,1,4.835250118,4.171741456,6.871854338,8.288544432,6,10:00-17:00,0.559611119,1,3.84,0.806539796,0,8.5,7.75,9,0,0,0,3,6,8978.55075,0,0,0,FALSE,5,FALSE,FALSE,0.8,1,1,2.1792,3.84
